dia,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.961,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.962,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.963,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.964,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.965,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.966,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.967,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.968,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.969,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.970,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.971,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.972,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.973,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.974,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.975,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.976,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.977,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.978,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.979,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.980,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.981,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.982,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.983,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.984,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.985,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.986,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.987,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.988,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.989,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.990,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.991,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.992,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.993,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.994,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.995,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.996,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.997,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.998,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,18.999,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.000,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.001,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.002,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.003,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.004,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.005,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.006,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.007,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.008,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.009,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.010,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.011,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.012,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.013,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.014,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.015,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.016,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.017,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.018,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.019,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.020,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.021,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.022,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.023,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.024,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.025,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.026,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.027,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.028,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.029,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.030,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.031,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.032,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.033,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.034,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.035,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.036,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.037,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.038,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.039,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.040,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.041,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.042,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.043,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.044,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.045,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.046,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.047,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.048,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.049,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.050,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.051,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.052,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.053,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.054,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.055,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.056,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.057,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.058,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.059,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.060,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.061,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.062,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.063,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.064,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.065,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.066,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.067,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.068,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.069,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.070,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.071,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.072,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.073,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.074,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.075,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.076,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.077,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.078,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.079,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.080,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.081,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.082,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.083,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.084,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.085,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.086,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.087,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.088,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.089,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.090,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.091,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.092,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.093,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.094,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.095,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.096,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.097,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.098,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.099,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.100,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.101,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.102,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.103,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.104,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.105,326
,474,1.457,548,3.193,3.044,7.411,1.218,2.341,1.295,2.840,2.238,1.498,266,5.646,6.211,1.215,1.215,1.526,12.535,1.656,784,458,1.456,812,1.247,19.106,326
